Unnamed: 0,Organization Full Name,Organization Class,Responsible Party,Brief Title,Full Title,Overall Status_ph2,Start Date,Standard Age,Conditions,Primary Purpose,Interventions,Intervention Description,Study Type,Phases,Outcome Measure,Medical Subject Headings,Phases_clean,Interventions_clean,Overall Status_ph3,label_success
463840,European Organisation for Research and Treatment of Cancer - EORTC,NETWORK,SPONSOR,Docetaxel With or Without Oblimersen in Treating Patients With Hormone-Refractory Adenocarcinoma (Cancer) of the Prostate,Randomized Phase II Trial of Docetaxel (Taxotere) and Oblimersen (Antisense Oligonucleotide Directed to BCL-2) Versus Taxotere Alone in Patients With Hormone-Refractory Prostate Cancer,COMPLETED,2004-04,ADULT OLDER_ADULT,Prostate Cancer,TREATMENT,"oblimersen sodium, docetaxel","Unknown, Unknown",INTERVENTIONAL,PHASE2,Prostate-specific antigen response as measured by Bubley criteria every course until progression or after 12 courses Severe toxic events as measured by CTCAE v3.0 every course until progression or after 12 courses,Prostatic Neoplasms,PHASE2,"oblimersen sodium, docetaxel",UNKNOWN,0
463902,Gruppo Oncologico Italiano di Ricerca Clinica,OTHER,SPONSOR,"Study Maintenance Regorafenib vs Placebo, no Progression Patients After I Line Chemotherapy Metastatic Gastric Cancer",Phase II Randomized Study of Maintenance Regorafenib vs Placebo in no Progression Patients After First-line Platinum and Fluoropyrimidines Based Chemotherapy in HER2 Negative Locally Advanced/Metastatic Gastric or Gastroesophagel Junction Cancer (a-MANTRA Study),RECRUITING,2018-06-13,ADULT OLDER_ADULT,Gastric Cancer,TREATMENT,"Regorafenib, placebo","regorafenib/placebo, regorafenib/placebo",INTERVENTIONAL,PHASE2,PFS1,Stomach Neoplasms,PHASE2,"regorafenib, placebo",UNKNOWN,0
463902,Gruppo Oncologico Italiano di Ricerca Clinica,OTHER,SPONSOR,"Study Maintenance Regorafenib vs Placebo, no Progression Patients After I Line Chemotherapy Metastatic Gastric Cancer",Phase II Randomized Study of Maintenance Regorafenib vs Placebo in no Progression Patients After First-line Platinum and Fluoropyrimidines Based Chemotherapy in HER2 Negative Locally Advanced/Metastatic Gastric or Gastroesophagel Junction Cancer (a-MANTRA Study),RECRUITING,2018-06-13,ADULT OLDER_ADULT,Gastric Cancer,TREATMENT,"Regorafenib, placebo","regorafenib/placebo, regorafenib/placebo",INTERVENTIONAL,PHASE2,PFS1,Stomach Neoplasms,PHASE2,"regorafenib, placebo",TERMINATED,0
464170,Zhejiang University,OTHER,PRINCIPAL_INVESTIGATOR,Study of Tislelizumab in Combination With SOX for the Treatment of Gastric Cancer With Liver Metastases,An Exploratory Study of Tislelizumab in Combination With Oxaliplatin and Tegafur for the Treatment of Gastric Cancer With Liver Metastases,RECRUITING,2022-04-10,ADULT OLDER_ADULT,Liver Metastases,TREATMENT,Tislelizumab in Combination with Oxaliplatin and Tegafur,6 cycles of Tislelizumab plus SOX regimen every 21 days,INTERVENTIONAL,"PHASE2, PHASE3",Objective Response Rate (ORR),Neoplasm Metastasis Stomach Neoplasms Liver Neoplasms,"PHASE2, PHASE3",tislelizumab in combination with oxaliplatin and tegafur,RECRUITING,0
464417,The Clatterbridge Cancer Centre NHS Foundation Trust,OTHER,SPONSOR,"Phase II Study of the Use of Neoadjuvant Cabazitaxel With Hormonal Treatment in Patients Operable Prostate Cancer, Assess the Efficacy and Toxicity of Cabazitaxel, and Explore Potential Predictive and Prognostic Markers of Clinical Outcome","Phase II Study of the Use of Neoadjuvant Cabazitaxel With Hormonal Treatment in Patients With High Risk Operable Prostate Cancer, to Assess the Efficacy and Toxicity of Cabazitaxel, and, to Explore Potential Predictive and Prognostic Markers of Clinical Outcome",NOT_YET_RECRUITING,2021-01-15,ADULT OLDER_ADULT,Prostate Cancer,TREATMENT,Cabazitaxel,"Patients will receive Cabazitaxel 25 mg/m2 \* intravenously over one hour every 21 days (on Day 1 of each cycle). Treatment will be continued for 4 cycles unless disease progression, unacceptable toxicity or patient request. These patients will have surgery (radical prostatectomy) 4-86 weeks following treatment.

\*Cabazitaxel dose should be capped at 50mg (BSA=2)",INTERVENTIONAL,PHASE2,"To assess the efficacy activity of neoadjuvant Cabazitaxel chemotherapy and hormonal therapy in patients with high risk operable prostate cancer, measuring the reduction in treatment failure and comparing this to that obtained in the control arm",Prostatic Neoplasms,PHASE2,cabazitaxel,COMPLETED,1
464563,Pfizer,INDUSTRY,SPONSOR,Gemcitabine With or Without CI-994 in Treating Patients With Advanced Pancreatic Cancer,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study of CI-994 Capsules Plus Gemcitabine Infusion Versus Placebo Capsules Plus Gemcitabine Infusion in the Treatment of Patients With Advanced Pancreatic Cancer",COMPLETED,1999-10,ADULT OLDER_ADULT,Pancreatic Cancer,TREATMENT,"gemcitabine hydrochloride, tacedinaline","Unknown, Unknown",INTERVENTIONAL,PHASE2,Unknown,Pancreatic Neoplasms,PHASE2,"gemcitabine hydrochloride, tacedinaline",COMPLETED,1
464718,Centre Leon Berard,OTHER,SPONSOR,Atezolizumab and Bevacizumab in Patients With Recurrent or Metastatic Squamous-cell Carcinoma of the Head and Neck,"A European, Multi-centre Phase II Trial of Atezolizumab and Bevacizumab in Patients With Recurrent or Metastatic Squamous-cell Carcinoma of the Head and Neck (HNSCC)",ACTIVE_NOT_RECRUITING,2019-03-26,ADULT OLDER_ADULT,Head and Neck Neoplasms,TREATMENT,"Atezolizumab, Bevacizumab","Patients will receive the combination of Atezolizumab 1200 mg and Bevacizumab 15 mg/kg by IV infusion every 3 weeks., Patients will receive the combination of Atezolizumab 1200 mg and Bevacizumab 15 mg/kg by IV infusion every 3 weeks.",INTERVENTIONAL,PHASE2,Overall response rate,"Carcinoma, Squamous Cell Squamous Cell Carcinoma of Head and Neck Head and Neck Neoplasms",PHASE2,"atezolizumab, bevacizumab",RECRUITING,0
465079,"Institute of Cancer Research, United Kingdom",OTHER,SPONSOR,A Trial Using ctDNA Blood Tests to Detect Cancer Cells After Standard Treatment to Trigger Additional Treatment in Early Stage Triple Negative Breast Cancer Patients,c-TRAK TN: A Randomised Trial Utilising ctDNA Mutation Tracking to Detect Minimal Residual Disease and Trigger Intervention in Patients With Moderate and High Risk Early Stage Triple Negative Breast Cancer,UNKNOWN,2017-12-21,CHILD ADULT OLDER_ADULT,Triple Negative Breast Cancer,TREATMENT,Pembrolizumab,200mg intravenous infusion,INTERVENTIONAL,PHASE2,Positive ctDNA detection by 12 months Positive ctDNA detection by 24 months Absence of detectable ctDNA or disease recurrence 6 months (24 weeks) after commencing pembrolizumab,Breast Neoplasms Triple Negative Breast Neoplasms,PHASE2,pembrolizumab,RECRUITING,0
465085,Eli Lilly and Company,INDUSTRY,Unknown,A Phase 2 Trial of ALIMTA (Pemetrexed) in Locally Advanced or Metastatic Recurrent Transitional Cell Carcinoma of the Urothelium,Unknown,COMPLETED,Unknown,ADULT OLDER_ADULT,"Urologic Neoplasms, Metastases, Neoplasm",TREATMENT,pemetrexed,Unknown,INTERVENTIONAL,PHASE2,Unknown,"Neoplasms Neoplasm Metastasis Carcinoma, Transitional Cell Urologic Neoplasms",PHASE2,pemetrexed,COMPLETED,1
465139,Fred Hutchinson Cancer Center,OTHER,Unknown,Effect of Exercise on Biomarkers of Colon Cancer Risk,Exercise Intervention Trial for Colorectal Polyp Patients,COMPLETED,2001-01,ADULT OLDER_ADULT,Colon Cancer Prevention,PREVENTION,Exercise,"60 minutes/session of aerobic exercise, 6 d/week at 50-50% HHR. All sessions will begin with 10 minutes of stretching and 5 minutes of warm-up, and will end with 5 minutes of cool down.",INTERVENTIONAL,"PHASE2, PHASE3",Proliferation rate in the upper part of colon and rectal mucosa crypts.,Colonic Neoplasms,"PHASE2, PHASE3",exercise,COMPLETED,1
465139,Fred Hutchinson Cancer Center,OTHER,Unknown,Effect of Exercise on Biomarkers of Colon Cancer Risk,Exercise Intervention Trial for Colorectal Polyp Patients,COMPLETED,2001-01,ADULT OLDER_ADULT,Colon Cancer Prevention,PREVENTION,Exercise,"60 minutes/session of aerobic exercise, 6 d/week at 50-50% HHR. All sessions will begin with 10 minutes of stretching and 5 minutes of warm-up, and will end with 5 minutes of cool down.",INTERVENTIONAL,"PHASE2, PHASE3",Proliferation rate in the upper part of colon and rectal mucosa crypts.,Colonic Neoplasms,"PHASE2, PHASE3",exercise,COMPLETED,1
465139,Fred Hutchinson Cancer Center,OTHER,Unknown,Effect of Exercise on Biomarkers of Colon Cancer Risk,Exercise Intervention Trial for Colorectal Polyp Patients,COMPLETED,2001-01,ADULT OLDER_ADULT,Colon Cancer Prevention,PREVENTION,Exercise,"60 minutes/session of aerobic exercise, 6 d/week at 50-50% HHR. All sessions will begin with 10 minutes of stretching and 5 minutes of warm-up, and will end with 5 minutes of cool down.",INTERVENTIONAL,"PHASE2, PHASE3",Proliferation rate in the upper part of colon and rectal mucosa crypts.,Colonic Neoplasms,"PHASE2, PHASE3",exercise,RECRUITING,0
465139,Fred Hutchinson Cancer Center,OTHER,Unknown,Effect of Exercise on Biomarkers of Colon Cancer Risk,Exercise Intervention Trial for Colorectal Polyp Patients,COMPLETED,2001-01,ADULT OLDER_ADULT,Colon Cancer Prevention,PREVENTION,Exercise,"60 minutes/session of aerobic exercise, 6 d/week at 50-50% HHR. All sessions will begin with 10 minutes of stretching and 5 minutes of warm-up, and will end with 5 minutes of cool down.",INTERVENTIONAL,"PHASE2, PHASE3",Proliferation rate in the upper part of colon and rectal mucosa crypts.,Colonic Neoplasms,"PHASE2, PHASE3",exercise,COMPLETED,1
465139,Fred Hutchinson Cancer Center,OTHER,Unknown,Effect of Exercise on Biomarkers of Colon Cancer Risk,Exercise Intervention Trial for Colorectal Polyp Patients,COMPLETED,2001-01,ADULT OLDER_ADULT,Colon Cancer Prevention,PREVENTION,Exercise,"60 minutes/session of aerobic exercise, 6 d/week at 50-50% HHR. All sessions will begin with 10 minutes of stretching and 5 minutes of warm-up, and will end with 5 minutes of cool down.",INTERVENTIONAL,"PHASE2, PHASE3",Proliferation rate in the upper part of colon and rectal mucosa crypts.,Colonic Neoplasms,"PHASE2, PHASE3",exercise,COMPLETED,1
465139,Fred Hutchinson Cancer Center,OTHER,Unknown,Effect of Exercise on Biomarkers of Colon Cancer Risk,Exercise Intervention Trial for Colorectal Polyp Patients,COMPLETED,2001-01,ADULT OLDER_ADULT,Colon Cancer Prevention,PREVENTION,Exercise,"60 minutes/session of aerobic exercise, 6 d/week at 50-50% HHR. All sessions will begin with 10 minutes of stretching and 5 minutes of warm-up, and will end with 5 minutes of cool down.",INTERVENTIONAL,"PHASE2, PHASE3",Proliferation rate in the upper part of colon and rectal mucosa crypts.,Colonic Neoplasms,"PHASE2, PHASE3",exercise,COMPLETED,1
465310,Merck Sharp & Dohme LLC,INDUSTRY,SPONSOR,Efficacy and Safety Study of Pembrolizumab (MK-3475) in Participants With Advanced Recurrent Ovarian Cancer (MK-3475-100/KEYNOTE-100),"A Phase II, Open-label, Single-arm, Multicenter Study to Evaluate Efficacy and Safety of Pembrolizumab Monotherapy in Subjects With Advanced Recurrent Ovarian Cancer (KEYNOTE-100)",COMPLETED,2016-02-25,ADULT OLDER_ADULT,Ovarian Neoplasms,TREATMENT,Pembrolizumab,Administered at a dose of 200 mg via IV infusion on Day 1 of each 21-day cycle,INTERVENTIONAL,PHASE2,Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) by Blinded Independent Central Review (BICR) in All Cohort A and Cohort B Participants ORR Per RECIST 1.1 by BICR in Subgroup of Cohort A and Cohort B Participants With Programmed Cell Death Ligand -1 (PD-L1) Combined Positive Score (CPS) ≥10 ORR Per RECIST 1.1 by BICR in Subgroup of Cohort A and Cohort B Participants With PD-L1 CPS ≥1,Ovarian Neoplasms,PHASE2,pembrolizumab,RECRUITING,0
465988,Nektar Therapeutics,INDUSTRY,SPONSOR,BEMPEG With Pembrolizumab vs Pembrolizumab Alone in Patients With Metastatic or Recurrent HNSCC (PROPEL-36),"A Phase 2/3, Randomized, Open-label Study to Compare Bempegaldesleukin Combined With Pembrolizumab Versus Pembrolizumab Alone in First-Line Treatment of Patients With Metastatic or Recurrent Head and Neck Squamous-Cell Carcinoma With PD-L1 Expressing Tumors (PROPEL-36)",TERMINATED,2022-03-09,ADULT OLDER_ADULT,"Metastatic Head and Neck Cancer, Recurrent Head and Neck Cancer",TREATMENT,"Bempegaldesleukin, Pembrolizumab","Specified dose on specified days, Pembrolizumab (anti-PD-1) will be dosed as per the pharmacy manual.",INTERVENTIONAL,"PHASE2, PHASE3",Overall Survival Objective Response Rate,Head and Neck Neoplasms Recurrence,"PHASE2, PHASE3","bempegaldesleukin, pembrolizumab",TERMINATED,0
466065,"University of Wisconsin, Madison",OTHER,SPONSOR,Sacituzumab Govitecan in Patients With Metastatic Castration-Resistant Prostate Cancer Progressing on Second Generation AR-Directed Therapy,"A Multi-arm, Phase 2 Study to Evaluate the Safety and Efficacy of Sacituzumab Govitecan in Patients With Metastatic Castration-Resistant Prostate Cancer Who Have Progressed on Second Generation AR-Directed Therapy",ACTIVE_NOT_RECRUITING,2018-10-24,ADULT OLDER_ADULT,Prostate Cancer,TREATMENT,Sacituzumab Govitecan,Sacituzumab Govitecan is a novel Antibody Drug Conjugate (ADC) based on a humanized anti-Trop-2 antibody (hRS7) conjugated to SN-38 payload.,INTERVENTIONAL,PHASE2,PSA response rate 6-Month Median Progression Free Survival,Prostatic Neoplasms,PHASE2,sacituzumab govitecan,RECRUITING,0
466092,British Columbia Cancer Agency,OTHER,SPONSOR,Investigating the Effects of Atezolizumab in People Whose Tumour DNA or RNA Indicates Possible Sensitivity,Canadian Atezolizumab Precision Targeting for Immunotherapy Intervention,RECRUITING,2020-06-17,ADULT OLDER_ADULT,"Breast Cancer, Lung Cancer, Gastrointestinal Cancer, Genitourinary Cancer, Gynecologic Cancer, Sarcoma, Unknown Primary Tumors, Head and Neck Cancer, Skin Cancer",TREATMENT,Atezolizumab,1200 mg by intravenous infusion every 3 weeks as tolerated,INTERVENTIONAL,PHASE2,"Overall response rate (ORR) in each tumour-defined cohort, as defined by RECIST 1.1","Gastrointestinal Neoplasms Urogenital Neoplasms Neoplasms, Unknown Primary",PHASE2,atezolizumab,RECRUITING,0
466092,British Columbia Cancer Agency,OTHER,SPONSOR,Investigating the Effects of Atezolizumab in People Whose Tumour DNA or RNA Indicates Possible Sensitivity,Canadian Atezolizumab Precision Targeting for Immunotherapy Intervention,RECRUITING,2020-06-17,ADULT OLDER_ADULT,"Breast Cancer, Lung Cancer, Gastrointestinal Cancer, Genitourinary Cancer, Gynecologic Cancer, Sarcoma, Unknown Primary Tumors, Head and Neck Cancer, Skin Cancer",TREATMENT,Atezolizumab,1200 mg by intravenous infusion every 3 weeks as tolerated,INTERVENTIONAL,PHASE2,"Overall response rate (ORR) in each tumour-defined cohort, as defined by RECIST 1.1","Gastrointestinal Neoplasms Urogenital Neoplasms Neoplasms, Unknown Primary",PHASE2,atezolizumab,RECRUITING,0
466092,British Columbia Cancer Agency,OTHER,SPONSOR,Investigating the Effects of Atezolizumab in People Whose Tumour DNA or RNA Indicates Possible Sensitivity,Canadian Atezolizumab Precision Targeting for Immunotherapy Intervention,RECRUITING,2020-06-17,ADULT OLDER_ADULT,"Breast Cancer, Lung Cancer, Gastrointestinal Cancer, Genitourinary Cancer, Gynecologic Cancer, Sarcoma, Unknown Primary Tumors, Head and Neck Cancer, Skin Cancer",TREATMENT,Atezolizumab,1200 mg by intravenous infusion every 3 weeks as tolerated,INTERVENTIONAL,PHASE2,"Overall response rate (ORR) in each tumour-defined cohort, as defined by RECIST 1.1","Gastrointestinal Neoplasms Urogenital Neoplasms Neoplasms, Unknown Primary",PHASE2,atezolizumab,COMPLETED,1
466092,British Columbia Cancer Agency,OTHER,SPONSOR,Investigating the Effects of Atezolizumab in People Whose Tumour DNA or RNA Indicates Possible Sensitivity,Canadian Atezolizumab Precision Targeting for Immunotherapy Intervention,RECRUITING,2020-06-17,ADULT OLDER_ADULT,"Breast Cancer, Lung Cancer, Gastrointestinal Cancer, Genitourinary Cancer, Gynecologic Cancer, Sarcoma, Unknown Primary Tumors, Head and Neck Cancer, Skin Cancer",TREATMENT,Atezolizumab,1200 mg by intravenous infusion every 3 weeks as tolerated,INTERVENTIONAL,PHASE2,"Overall response rate (ORR) in each tumour-defined cohort, as defined by RECIST 1.1","Gastrointestinal Neoplasms Urogenital Neoplasms Neoplasms, Unknown Primary",PHASE2,atezolizumab,COMPLETED,1
466106,North Eastern German Society of Gynaecological Oncology,OTHER,SPONSOR,Study of Pembrolizumab Combination With Chemotherapy in Platinum-sensitive Recurrent Low-grade Serous Ovarian Cancer,Phase II Investigational Study of Pembrolizumab Combination With Chemotherapy in Platinum-sensitive Recurrent Low-grade Serous Ovarian Cancer,RECRUITING,2022-02-22,ADULT OLDER_ADULT,"Ovarian Cancer, Low Grade Serous Carcinoma, Primary Peritoneal Carcinoma, Fallopian Tube Cancer",TREATMENT,Pembrolizumab,Participants receive pembrolizumab 200 mg by intravenous (IV) infusion prior to chemotherapy on Day 1 of each 21-day cycle for up to 35 cycles,INTERVENTIONAL,PHASE2,12-month (48 weeks) progression free survival (PFS) rate,"Carcinoma Ovarian Neoplasms Carcinoma, Ovarian Epithelial Fallopian Tube Neoplasms Cystadenocarcinoma, Serous Hypersensitivity",PHASE2,pembrolizumab,RECRUITING,0
466311,Centre Leon Berard,OTHER,SPONSOR,Immunotherapy in MSI/dMMR Tumors in Perioperative Setting.,Immunotherapy in MSI/dMMR Tumors in Perioperative Setting.,ACTIVE_NOT_RECRUITING,2021-10-18,ADULT OLDER_ADULT,"Localized Resectable Tumor, MSI/dMMR or EBV-positive Gastric Cancers",TREATMENT,Pembrolizumab,Administered intravenous (IV),INTERVENTIONAL,PHASE2,Rate of complete pathological response (pCR) after surgery,Stomach Neoplasms,PHASE2,pembrolizumab,RECRUITING,0
